,name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
1468,Aurane Waters,1,Foreign Noble,0,1,0.377926421404682,1,0,,,0
1469,Ben Plumm,1,Outlaw,0,1,0.140468227424749,1,0,,,0
1470,Benfred Tallhart,1,House Stark,0,0,0.0702341137123745,0,4,First of His Name,Unnamed Mutineer - Stabbed in the stomach by Eddison Tollett with a sword.,35
1471,Boros Blount,1,House Baratheon,0,1,0.217391304347826,1,0,,,0
1472,Black Balaq,1,Foreign Peasant,0,0,0.0,1,0,,,0
1473,Bloodbeard,0,Outlaw,0,0,0.0903010033444816,1,0,,,0
1474,Bran Stark,1,House Stark,0,1,1.0,1,0,,,0
1475,Bronn,1,House Lannister,1,1,0.471571906354515,1,0,,,0
1476,Bryce Caron,1,House Baratheon,0,1,0.0668896321070234,0,8,The Iron Throne,Brother Ray - 1 (Deceased),72
1477,Butterbumps,1,House Tyrell,0,0,0.0367892976588628,1,0,,,0
1478,Cassana Estermont,1,House Baratheon,1,0,0.103678929765886,0,3,The Rains of Castamere,Talisa Stark's Unborn Child - Stabbed to death by Lothar Frey with a knife.,29
1479,Chett,1,Night's Watch,0,0,0.197324414715719,0,4,The Watchers on the Wall,Unnamed Free Folk - Chest slashed by Ser Alliser Thorne with a sword.,39
1480,Clayton Suggs,1,Noble,0,1,0.0434782608695652,1,0,,,0
1481,Cersei Lannister,0,House Lannister,1,1,1.0,0,8,The Iron Throne,Queen Cersei I Lannister - 189 (Deceased),72
1482,Chiswyck,0,House Lannister,0,0,0.0635451505016722,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
1483,Cleon,1,Foreign Peasant,0,1,0.103678929765886,0,1,A Golden Crown,"Ser Vardis Egen - Stabbed in the neck by Bronn with a sword, then thrown through the Moon Door.",6
1484,Cohollo,1,Dothraki,0,0,0.0334448160535117,0,4,The Watchers on the Wall,"Cooper - Killed by Mag Mar Tun Doh Weg off-screen, body shown.",39
1485,Cortnay Penrose,1,House Baratheon,0,1,0.160535117056856,0,2,The Ghost of Harrenhal,Ser Robar Royce - Stabbed in the back by Brienne of Tarth with a sword.,15
1486,Cotter Pyke,1,Night's Watch,0,1,0.150501672240802,1,0,,,0
1487,Cragorn,1,House Greyjoy,0,0,0.0234113712374581,0,8,The Iron Throne,Ser Gregor Clegane/The Mountain - 17 (Deceased),72
1488,Crawn,1,Outlaw,0,0,0.0167224080267558,1,0,,,0
1489,Creighton Longbough,1,,0,1,0.0468227424749163,1,0,,,0
1490,Cressen,1,,0,1,0.183946488294314,0,2,The Old Gods and the New,Drennan - Throat slit by Osha with a knife.,16
1491,Daario Naharis,1,Outlaw,0,0,0.220735785953177,1,0,,,0
1492,Dagmer,1,House Greyjoy,0,1,0.120401337792642,1,0,,,0
1493,Dagos Manwoody,1,House Martell,0,1,0.0334448160535117,1,0,,,0
1494,Danelle Lothston,0,Noble,0,1,0.0167224080267558,1,0,,,0
1495,Dalla,0,Wildling,0,0,0.0869565217391304,0,8,The Bells,Unella - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
1496,Doran Martell,1,House Martell,1,1,0.498327759197324,0,6,The Red Woman,Prince Doran Martell - Stabbed in the chest by Ellaria Sand with a knife.,51
1497,Ebrose,1,,0,1,0.0167224080267558,1,0,,,0
1498,Eddison Tollett,1,House Arryn,0,0,0.100334448160535,0,2,The Night Lands,"Eddison Tollett's Mother - Died in an unspecified manner off-screen, mentioned.",12
1499,Edric Dayne,1,House Martell,0,1,0.0836120401337792,1,0,,,0
1500,Edwyn Frey,1,House Frey,1,0,0.147157190635451,1,0,,,0
1501,Eldon Estermont,1,House Baratheon,1,1,0.060200668896321,1,0,,,0
1502,Ellaria Sand,0,House Martell,1,0,0.160535117056856,0,8,The Iron Throne,Ellaria Sand - 2 (Deceased),72
1503,Ethan Glover,1,House Stark,0,0,0.0334448160535117,0,4,The Mountain and the Viper,Jack Bulwer - Killed by unknown Free Folk off-screen.,38
1504,Emmon Frey,1,House Frey,1,1,0.23076923076923,1,0,,,0
1505,Galbart Glover,1,House Stark,0,1,0.120401337792642,1,0,,,0
1506,Gerold Hightower,1,House Tyrell,0,1,0.414715719063545,0,8,The Long Night,Wight - Hit by Gendry Baratheon with a war hammer.,69
1507,Ghost of High Heart,0,,0,0,0.0869565217391304,1,0,,,0
1508,Gerris Drinkwater,1,House Martell,0,1,0.157190635451505,1,0,,,0
1509,Gilly,0,Wildling,1,0,0.2876254180602,1,0,,,0
1510,Greydon Goodbrother,1,House Greyjoy,0,0,0.0468227424749163,1,0,,,0
1511,Harmen Uller,1,House Martell,0,1,0.0434782608695652,1,0,,,0
1512,Gyles Rosby,1,House Baratheon,0,1,0.364548494983277,0,4,The Lion and the Rose,Tansy - Mauled by the bastard's girls on the orders of Lord Ramsay Snow.,32
1513,Harren Hoare,1,House Greyjoy,0,0,0.204013377926421,0,2,A Man Without Honor,"King Harren Hoare - Burned alive by a dragon with its fire breath on the orders of King Aerys II Targaryen off-screen, mentioned.",17
1514,Harras Harlaw,1,House Greyjoy,0,1,0.107023411371237,1,0,,,0
1515,Harrold Hardyng,1,House Arryn,0,1,0.120401337792642,1,0,,,0
1516,Helaena Targaryen,0,House Targaryen,1,1,0.270903010033444,0,8,The Bells,Ellaria Sand - Died when Drogon destroyed the Red Keep on the orders of Queen Daenerys I Targaryen.,71
1517,Hodor,1,House Stark,0,0,0.244147157190635,0,8,The Iron Throne,Wylis/Hodor - 3 (Deceased),72
1518,Harrion Karstark,1,House Stark,0,1,0.0969899665551839,1,0,,,0
1519,Iggo,1,Dothraki,0,0,0.0167224080267558,0,4,Two Swords,"Rabbit - Shot in the eye by Ygritte with an arrow off-screen, mentioned.",31
1520,Hother Umber,1,House Stark,0,1,0.1438127090301,1,0,,,0
1521,Jalabhar Xho,1,Foreign Noble,0,1,0.0735785953177257,1,0,,,0
1522,Janos Slynt,1,Night's Watch,0,1,0.561872909698996,0,8,The Long Night,Ser Jorah Mormont - Died of his injuries after being stabbed by wight.,69
1523,Jared Frey,1,House Frey,1,1,0.147157190635451,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
1524,Jasper Wylde,1,House Baratheon,0,1,0.250836120401337,0,1,The Wolf and the Lion,Wyl - Impaled through the chest by an unknown Lannister soldier with a thrown spear on the orders of Ser Jaime Lannister.,5
1525,Jhaqo,0,Dothraki,0,1,0.0668896321070234,1,0,,,0
1526,Jeyne Lothston,0,Noble,0,0,0.0234113712374581,0,8,The Long Night,Lady Lyanna Mormont - Died of her injuries after being crushed by a giant wight. Reanimated as a wight.,69
1527,Jhiqui,0,House Targaryen,0,0,0.1438127090301,1,0,,,0
1528,Jon Bulwer,1,House Tyrell,1,1,0.137123745819397,1,0,,,0
1529,Jory Cassel,1,House Stark,0,1,0.170568561872909,0,8,The Iron Throne,Jory Cassel - 2 (Deceased),72
1530,Jorah Mormont,1,House Stark,1,1,0.722408026755852,0,8,The Iron Throne,Ser Jorah Mormont - 47 (Deceased),72
1531,Karyl Vance,1,House Tully,0,1,0.11705685618729,1,0,,,0
1532,Khrazz,1,Foreign Peasant,0,0,0.0769230769230769,0,3,And Now His Watch Is Ended,Kraznys mo Nakloz - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,24
1533,Kurleket,1,House Tully,0,0,0.0100334448160535,0,1,The Wolf and the Lion,Kurleket - Killed by an unknown Hill Tribesman.,5
1534,Lann the Clever,1,House Lannister,0,0,0.060200668896321,1,0,,,0
1535,Kyle Condon,1,House Arryn,0,1,0.040133779264214,1,0,,,0
1536,Lancel Lannister,1,House Lannister,1,1,0.478260869565217,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
1537,Likely Luke,0,Outlaw,0,0,0.0133779264214046,1,0,,,0
1538,Lucas Inchfield,1,Noble,0,1,0.0535117056856187,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
1539,Lollys Stokeworth,0,House Lannister,1,1,0.127090301003344,1,0,,,0
1540,Lyanna Stark,1,House Stark,0,0,0.354515050167224,0,8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.,69
1541,Lyle Crakehall,1,House Lannister,0,1,0.107023411371237,1,0,,,0
1542,Lucas Blackwood,1,House Tully,0,0,0.0735785953177257,0,2,Blackwater,Matthos Seaworth - Blown up by Bronn when he blew up his ship by igniting wildfire with a flaming arrow using a bow.,19
1543,Lyn Corbray,1,House Baratheon,0,1,0.0903010033444816,1,0,,,0
1544,Lynesse Hightower,1,House Tyrell,1,0,0.11705685618729,1,0,,,0
1545,Mace Tyrell,1,House Tyrell,1,1,0.856187290969899,0,6,The Winds of Winter,Lord Mace Tyrell - Blown up by Cersei Lannister with wildfire when she caused the destruction of the Great Sept of Baelor.,60
1546,Mag Mar Tun Doh Weg,1,,0,0,0.040133779264214,0,8,The Iron Throne,Mag Mar Tun Doh Weg - 6 (Deceased),72
1547,Mandon Moore,1,House Arryn,0,1,0.120401337792642,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
1548,Mago,0,Dothraki,0,0,0.0334448160535117,0,3,Mhysa,"Dagmer - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1549,Maron Botley,1,House Greyjoy,0,0,0.020066889632107,1,0,,,0
1550,Marillion,1,,0,0,0.1438127090301,0,8,The Iron Throne,Mag Mar Tun Doh Weg - 6 (Deceased),72
1551,Marya Seaworth,0,House Baratheon,1,1,0.0635451505016722,1,0,,,0
1552,Marwyn,1,,0,1,0.160535117056856,1,0,,,0
1553,Masha Heddle,0,,0,0,0.040133779264214,0,3,Mhysa,"Dagmer - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1554,Matthos Seaworth,1,House Baratheon,0,0,0.0769230769230769,0,2,Blackwater,Matthos Seaworth - Blown up by Bronn when he blew up his ship by igniting wildfire with a flaming arrow using a bow.,19
1555,Meera Reed,0,House Stark,0,0,0.270903010033444,1,0,,,0
1556,Melara Hetherspoon,0,Noble,0,0,0.0468227424749163,0,5,High Sparrow,"Medger Cerwyn's Wife - Flayed alive by Lord Ramsay Snow off-screen, body shown.",43
1557,Melissa Blackwood,0,House Tully,0,0,0.0501672240802675,0,8,The Iron Throne,Melisandre/The Red Woman - 43 (Deceased),72
1558,Melisandre,0,Foreign Noble,0,0,0.745819397993311,1,0,,,0
1559,Merrit,0,Outlaw,0,0,0.0100334448160535,1,0,,,0
1560,Meryn Trant,1,House Baratheon,0,1,0.220735785953177,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1561,Merrett Frey,1,House Frey,1,0,0.434782608695652,0,3,Mhysa,Unnamed Frey Soldier - Repeatedly stabbed in the neck by Arya Stark with a knife.,30
1562,Mohor,1,House Tully,0,0,0.0100334448160535,0,3,Mhysa,"Unnamed Prince - Killed and cooked by Rat Cook off-screen, mentioned.",30
1563,Missandei,0,House Targaryen,0,0,0.17391304347826,0,3,Walk of Punishment,"Both of Missandei's Parents - Died in an unspecified manner off-screen, mentioned.",23
1564,Moon Boy,1,House Baratheon,0,0,0.0769230769230769,1,0,,,0
1565,Monster,0,Wildling,0,0,0.0769230769230769,1,0,,,0
1566,Mord,1,House Arryn,0,0,0.0468227424749163,1,0,,,0
1567,Minisa Whent,0,House Tully,1,1,0.0434782608695652,1,0,,,0
1568,Mordane,0,House Stark,0,0,0.103678929765886,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1569,Murenmure,1,,0,1,0.0100334448160535,1,0,,,0
1570,Myles,1,House Martell,0,1,0.0234113712374581,1,0,,,0
1571,Mors Martell,0,House Martell,1,1,0.0535117056856187,1,0,,,0
1572,Mya Stone,0,House Arryn,0,0,0.120401337792642,1,0,,,0
1573,Myrcella Baratheon,0,House Baratheon,0,1,0.561872909698996,1,0,,,0
1574,Nestor Royce,1,House Arryn,0,1,0.0869565217391304,1,0,,,0
1575,Nute,1,House Greyjoy,0,1,0.0501672240802675,1,0,,,0
1576,Nymeria Sand,0,House Martell,0,0,0.377926421404682,0,8,The Iron Throne,Nymeria Sand - 1 (Deceased),72
1577,Nymeria,0,House Martell,1,1,0.197324414715719,1,0,,,0
1578,Oberyn Martell,1,House Martell,0,1,0.77257525083612,0,2,The Ghost of Harrenhal,King Renly Baratheon - Stabbed in the back by a shadow while under the control of Melisandre.,15
1579,Obella Sand,0,House Martell,0,0,0.103678929765886,1,0,,,0
1580,Olenna Redwyne,0,House Tyrell,1,1,0.2876254180602,1,0,,,0
1581,Mychel Redfort,1,House Arryn,1,1,0.0702341137123745,1,0,,,0
1582,Orwyle,1,,0,1,0.254180602006688,1,0,,,0
1583,Osha,1,Wildling,0,0,0.250836120401337,0,8,The Iron Throne,Osha (Free Folk) - 3 (Deceased),72
1584,Osfryd Kettleblack,1,Outlaw,0,1,0.0869565217391304,1,0,,,0
1585,Osney Kettleblack,1,Outlaw,0,1,0.123745819397993,1,0,,,0
1586,Orys Baratheon,1,House Baratheon,1,1,0.48829431438127,0,4,Breaker of Chains,"King Orys I - Killed by his unknown brother off-screen, mentioned.",33
1587,Osmund Kettleblack,1,Outlaw,0,1,0.170568561872909,1,0,,,0
1588,Othell Yarwyck,1,Noble,0,1,0.0635451505016722,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
1589,Oswell Whent,1,House Tully,0,1,0.0802675585284281,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
1590,Otto Hightower,1,House Tyrell,0,1,0.371237458193979,0,6,Oathbreaker,"Ser Gerold Hightower - Stabbed in the neck by Lord Eddard Stark with Dawn, shown in a flashback.",53
1591,Patchface,1,House Baratheon,0,0,0.107023411371237,1,0,,,0
1592,Paxter Redwyne,1,House Tyrell,1,1,0.511705685618729,1,0,,,0
1593,Pearse Caron,1,House Baratheon,0,1,0.0133779264214046,1,0,,,0
1594,Petyr Frey,1,House Frey,1,0,0.177257525083612,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
1595,Pia,0,House Tully,0,0,0.0468227424749163,1,0,,,0
1596,Podrick Payne,1,House Lannister,0,0,0.290969899665551,1,0,,,0
1597,Preston Greenfield,1,House Lannister,0,1,0.0936454849498327,0,7,Stormborn,"Archmaester Pylos - Died after being infected with greyscale off-screen, mentioned.",62
1598,Polliver,1,House Lannister,0,1,0.0769230769230769,0,8,The Iron Throne,Polliver (House Lannister) - 1 (Deceased),72
1599,Pyat Pree,0,Foreign Noble,0,1,0.0969899665551839,0,3,Mhysa,"Wex Pyke - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
1600,Pylos,1,,0,1,0.0568561872909698,1,0,,,0
1601,Pycelle,1,House Lannister,0,1,0.638795986622073,0,6,The Winds of Winter,Grand Maester Pycelle - Stabbed to death by unknown children with knives on the orders of Qyburn.,60
1602,Qhorin Halfhand,1,Night's Watch,0,0,0.210702341137123,0,2,Valar Morghulis,Qhorin Halfhand - Stabbed through the stomach by Jon Snow using Longclaw.,20
1603,Qotho,1,Dothraki,0,0,0.0635451505016722,0,1,Baelor,Qotho - Slashed across the face by Ser Jorah Mormont with a sword.,9
1604,Quentyn Martell,1,House Martell,0,1,0.551839464882943,0,8,The Long Night,Qhono (Wight) - Died when Arya Stark killed the Night King.,69
1605,Ralf Stonehouse,1,House Greyjoy,0,1,0.0334448160535117,1,0,,,0
1606,Ramsay Snow,1,House Stark,1,1,0.461538461538461,1,0,,,0
1607,Randyll Tarly,1,House Tyrell,1,1,0.618729096989966,0,8,The Iron Throne,Dickon Tarly - 2 (Deceased),72
1608,Raymun Fossoway,1,House Tyrell,0,1,0.040133779264214,1,0,,,0
1609,Raymun Darry,1,House Frey,0,1,0.0769230769230769,0,3,The Rains of Castamere,"Pig - Killed by an unknown man off-screen, body shown.",29
1610,Ravella Swann,0,House Baratheon,1,1,0.060200668896321,1,0,,,0
1611,Small Paul,1,Night's Watch,0,0,0.0267558528428093,0,8,The Iron Throne,Lord Smalljon Umber - 2 (Deceased),72
1612,Tristifer Botley,1,House Greyjoy,0,1,0.120401337792642,1,0,,,0
1613,Styr,1,Wildling,0,1,0.140468227424749,0,8,The Iron Throne,Styr (Wildling) - 6 (Deceased),72
1614,Rat Cook,1,Night's Watch,0,0,0.0568561872909698,1,0,,,0
1615,Prendahl na Ghezn,1,Outlaw,0,0,0.040133779264214,0,3,Second Sons,"Prendahl na Ghezn - Decapitated by Daario Naharis off-screen, head shown.",28
1616,Ulmer,1,Outlaw,0,0,0.0535117056856187,1,0,,,0
1617,Oznak zo Pahl,1,Foreign Peasant,0,0,0.0568561872909698,0,2,What Is Dead May Never Die,"Willem - Hit in the head by Yoren with an axe off-screen, mentioned.",13
1618,Aegon Blackfyre,1,House Targaryen,0,0,0.0836120401337792,0,1,Baelor,"Prince Aegon Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
1619,Addam Velaryon,1,Foreign Noble,0,1,0.107023411371237,0,4,Two Swords,"Prince Aemon Targaryen - Killed by unknown members of House Toyne off-screen, mentioned.",31
1620,Aegon V Targaryen,1,House Targaryen,0,0,0.695652173913043,0,8,The Iron Throne,King Aegon II Targaryen - 1 (Deceased),72
1621,Aemon Blackfyre,1,House Targaryen,0,0,0.0869565217391304,0,1,Fire and Blood,"Rhaego - Stillborn after being cursed by Mirri Maz Duur using blood magic off-screen, mentioned.",10
1622,Aeron Greyjoy,1,House Greyjoy,0,1,0.45819397993311,1,0,,,0
1623,Alfyn,1,Wildling,0,0,0.0,0,8,The Long Night,Lady Alys Karstark - Killed by wight off-screen. Reanimated as a wight.,69
1624,Alannys Harlaw,0,House Greyjoy,1,1,0.237458193979933,1,0,,,0
1625,Alayaya,0,Peasant,0,0,0.0769230769230769,1,0,,,0
1626,Alyn,1,House Stark,0,0,0.0735785953177257,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
1627,Alliser Thorne,1,House Baratheon,0,1,0.23076923076923,0,8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased),72
1628,Alester Florent,1,House Tyrell,1,1,0.327759197324414,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
1629,Alysane Mormont,0,House Stark,0,0,0.0702341137123745,1,0,,,0
1630,Alerie Hightower,0,House Tyrell,1,1,0.227424749163879,1,0,,,0
1631,Anguy,1,Outlaw,0,0,0.130434782608695,1,0,,,0
1632,Andrik,1,House Greyjoy,0,1,0.0434782608695652,1,0,,,0
1633,Amory Lorch,1,House Lannister,0,1,0.277591973244147,0,8,The Iron Throne,Ser Amory Lorch - 1 (Deceased),72
1634,Archibald Yronwood,1,House Martell,0,1,0.140468227424749,1,0,,,0
1635,Arlan of Pennytree,1,,0,1,0.103678929765886,0,8,The Bells,Ser Arys Oakheart - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
1636,Areo Hotah,1,House Martell,0,1,0.25752508361204,0,8,The Iron Throne,"""Hot Pie"" - 1 (Alive)",72
1637,Arwyn Oakheart,1,House Tyrell,0,1,0.0367892976588628,1,0,,,0
1638,Arthur Dayne,1,House Martell,0,1,0.153846153846153,0,8,The Long Night,Lord Beric Dondarrion (Wight) - Died when Arya Stark killed the Night King.,69
1639,Arys Oakheart,1,House Tyrell,0,1,0.34448160535117,0,8,The Bells,Ser Arys Oakheart - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
1640,Ashara Dayne,0,House Martell,0,0,0.0936454849498327,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
1641,Aron Santagar,1,House Martell,0,1,0.0668896321070234,0,6,Battle of the Bastards,Rickon Stark - Shot in the back by Lord Ramsay Bolton with an arrow using a bow.,59
1642,Asha Greyjoy,0,House Greyjoy,1,1,0.709030100334448,1,0,,,0
1643,Azor Ahai,0,Foreign Peasant,1,0,0.11705685618729,1,0,,,0
1644,Bael the Bard,1,Wildling,0,1,0.0,1,0,,,0
1645,Baelor Blacktyde,1,House Greyjoy,0,1,0.060200668896321,0,1,Baelor,The Red (Horse) - Throat slit by Mirri Maz Duur with a knife.,9
1646,Balon Greyjoy,1,House Greyjoy,0,0,0.739130434782608,0,8,The Bells,King Euron Greyjoy - Died of his injuries after being stabbed in the stomach by Ser Jaime Lannister.,71
1647,Ballabar,1,House Tyrell,0,1,0.0301003344481605,1,0,,,0
1648,Baelor I Targaryen,1,House Targaryen,0,0,0.501672240802675,0,1,Baelor,"Princess Rhaenys Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
1649,Balon Swann,1,House Baratheon,0,1,0.311036789297658,1,0,,,0
1650,Barba Bracken,0,House Tully,0,0,0.0501672240802675,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
1651,Barristan Selmy,1,House Baratheon,0,1,1.0,0,8,The Iron Throne,Ser Barristan Selmy/Barristan the Bold - 11 (Deceased),72
1652,Barbrey Dustin,0,House Stark,1,1,0.163879598662207,1,0,,,0
1653,Bellegere Otherys,0,Foreign Peasant,0,0,0.040133779264214,1,0,,,0
1654,Beardless Dick,0,Outlaw,0,0,0.020066889632107,1,0,,,0
1655,Belwas,1,House Targaryen,0,0,0.1438127090301,1,0,,,0
1656,Benjen Stark,1,House Stark,0,1,0.40133779264214,0,6,Blood of My Blood,Two Wight - Hit in the chest by Benjen Stark with a burning flail.,56
1657,Bethany Bracken,0,House Tully,0,0,0.0301003344481605,0,6,The Red Woman,Unnamed Bolton Soldier - Slashed by Lady Brienne of Tarth with Oathkeeper.,51
1658,Beric Dondarrion,1,,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
1659,Beric Dondarrion,1,,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
1660,Beric Dondarrion,1,,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
1661,Beric Dondarrion,1,,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
1662,Biter,1,Outlaw,0,0,0.127090301003344,0,4,Mockingbird,Biter - Neck broken by Sandor Clegane/The Hound.,37
1663,Bluetooth,1,House Greyjoy,0,0,0.0133779264214046,1,0,,,0
1664,Brandon Norrey,1,Outlaw,0,1,0.0301003344481605,1,0,,,0
1665,Bowen Marsh,1,Night's Watch,0,1,0.254180602006688,0,6,Oathbreaker,Bowen Marsh - Hung by Lord Commander Jon Snow.,53
1666,Bonifer Hasty,1,Noble,0,1,0.0535117056856187,1,0,,,0
1667,Bran the Builder,0,House Stark,0,1,0.0903010033444816,1,0,,,0
1668,Brynden Rivers,1,House Targaryen,0,1,0.605351170568561,0,7,Dragonstone,Ryger Rivers - Poisoned by Arya Stark.,61
1669,Brynden Tully,1,House Tully,0,1,0.341137123745819,1,0,,,0
1670,Caleotte,1,House Martell,0,1,0.040133779264214,1,0,,,0
1671,Cassella Vaith,0,House Martell,0,1,0.0100334448160535,1,0,,,0
1672,Cellador,1,Night's Watch,0,0,0.0334448160535117,1,0,,,0
1673,Chella,0,Outlaw,0,0,0.0367892976588628,1,0,,,0
1674,Cletus Yronwood,1,House Martell,0,1,0.0702341137123745,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
1675,Colemon,1,House Arryn,0,1,0.0668896321070234,1,0,,,0
1676,Corlys Velaryon,1,Foreign Noble,1,1,0.525083612040133,0,8,The Bells,Lord Varys - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,71
1677,Criston Cole,1,House Baratheon,0,1,0.505016722408026,0,4,Breaker of Chains,"King Orys I - Killed by his unknown brother off-screen, mentioned.",33
1678,Daemon I Blackfyre,1,House Targaryen,1,1,0.0,0,1,Fire and Blood,"Rhaego - Stillborn after being cursed by Mirri Maz Duur using blood magic off-screen, mentioned.",10
1679,Daemon Targaryen,1,House Targaryen,1,1,0.668896321070234,0,7,The Spoils of War,William - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,64
1680,Daenerys Targaryen,0,House Targaryen,1,1,1.0,0,8,The Iron Throne,"Queen Daenerys I ""Dany"" Targaryen - 753,045 (Deceased)",72
1681,Danny Flint,0,House Stark,0,0,0.0234113712374581,1,0,,,0
1682,Daven Lannister,1,House Lannister,0,1,0.207357859531772,1,0,,,0
1683,Dick Crabb,1,Noble,0,0,0.0702341137123745,0,1,"Cripples, Bastards, and Broken Things","Ghiscar (Dragon) - Died in an unspecified manner off-screen, mentioned.",4
1684,Donal Noye,1,House Baratheon,0,0,0.140468227424749,0,3,Valar Dohaeris,"199 Unnamed Northmen - Killed by unknown Lannister soldiers off-screen, bodies shown.",21
1685,Domeric Bolton,1,House Stark,0,0,0.0903010033444816,0,6,Battle of the Bastards,Unnamed Bolton Soldier - Stabbed in the head by an unknown Northern soldier.,59
1686,Davos Seaworth,1,House Lannister,1,1,0.969899665551839,1,0,,,0
1687,Doreah,0,House Targaryen,0,0,0.110367892976588,0,8,The Iron Throne,Doreah (Handmaider) - 1 (Deceased),72
1688,Dorea Sand,0,House Martell,0,0,0.103678929765886,1,0,,,0
1689,Dywen,1,Night's Watch,0,0,0.0936454849498327,1,0,,,0
1690,Eddard Karstark,1,House Stark,0,0,0.0735785953177257,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
1691,Eddard Stark,1,House Stark,1,1,1.0,0,8,The Iron Throne,"Lord Eddard ""Ned"" Stark - 8 (Deceased)",72
1692,Elia Sand,0,House Martell,0,0,0.11705685618729,1,0,,,0
1693,Edmure Tully,1,House Tully,1,1,0.655518394648829,1,0,,,0
1694,Elia Martell,0,House Martell,1,1,0.441471571906354,0,4,Two Swords,"Princess Elia Martell - Cut in half by Ser Gregor Clegane/The Mountain with a sword on the orders of Lord Tywin Lannister off-screen, mentioned.",31
1695,Emmon Cuy,1,House Tyrell,0,1,0.0367892976588628,0,4,First of His Name,Unnamed Mutineer - Stabbed in the stomach by Eddison Tollett with a sword.,35
1696,Eleyna Westerling,0,House Lannister,0,0,0.0468227424749163,1,0,,,0
1697,Falena Stokeworth,1,House Lannister,1,1,0.0234113712374581,0,1,A Golden Crown,Stiv - Shot in the back by Theon Greyjoy with an arrow using a bow.,6
1698,Falia Flowers,0,House Tyrell,0,0,0.0267558528428093,1,0,,,0
1699,Eustace Osgrey,1,House Tyrell,1,1,0.147157190635451,1,0,,,0
1700,Farlen,1,House Stark,0,0,0.0568561872909698,0,2,Valar Morghulis,"Farlen - Killed by unknown Bolton soldiers off-screen, body shown.",20
1701,Falyse Stokeworth,0,House Lannister,1,0,0.100334448160535,0,4,The Watchers on the Wall,Styr - Hit in the head by Jon Snow with a hammer.,39
1702,Galazza Galare,0,Foreign Peasant,0,1,0.0903010033444816,1,0,,,0
1703,Emmond,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
1704,Garth Hightower,0,House Tyrell,0,1,0.0501672240802675,1,0,,,0
1705,Gared,1,Night's Watch,0,0,0.0936454849498327,0,5,Mother's Mercy,Gordy - Stabbed in the throat by King Stannis Baratheon with a knife.,50
1706,Genna Lannister,0,House Lannister,1,1,0.217391304347826,1,0,,,0
1707,Garlan Tyrell,1,House Tyrell,1,1,0.327759197324414,1,0,,,0
