Name,Culture,Born,Died,Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,URL
Elia Martell,,In 256 AC or 257 AC,"In 283 AC, at King's Landing",['Princess'],['Elia of Dorne'],,,https://www.anapioficeandfire.com/api/characters/867,"['https://www.anapioficeandfire.com/api/houses/285', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/361
Elinor Tyrell,,In 286 AC (roughly),,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/362
Ella Lannister,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/284,['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/363
Ellaria Sand,Dornish,,,[''],"[""The serpent's whore""]",,,https://www.anapioficeandfire.com/api/characters/1770,"['https://www.anapioficeandfire.com/api/houses/285', 'https://www.anapioficeandfire.com/api/houses/400']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 4', 'Season 5']",['Indira Varma'],https://www.anapioficeandfire.com/api/characters/364
Ellery Vance,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/404'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/365
Ellyn Ever Sweet,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/18'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/366
Ellyn Reyne,,At Castamere,"In 261 AC, at Tarbeck Hall",['Lady of Tarbeck Hall'],[''],,,https://www.anapioficeandfire.com/api/characters/1026,"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/319', 'https://www.anapioficeandfire.com/api/houses/377']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/367
Elmar Frey,,In 290 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/368
Elwood Meadows,Reach,In 278 AC or 279 AC,,['Lord of Grassy Vale'],[''],,,,"['https://www.anapioficeandfire.com/api/houses/15', 'https://www.anapioficeandfire.com/api/houses/261']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/369
Elyana Vypren,,In or between 264 AC and 282 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/587,"['https://www.anapioficeandfire.com/api/houses/410', 'https://www.anapioficeandfire.com/api/houses/438']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/370
Elyas Willum,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/429'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/371
Elyn Norridge,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/665,"['https://www.anapioficeandfire.com/api/houses/283', 'https://www.anapioficeandfire.com/api/houses/398']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/372
Elys Waynwood,,,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/92,['https://www.anapioficeandfire.com/api/houses/417'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/373
Elys Westerling,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/425'],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/374
Emberlei Frey,,In 296 AC or 297 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/375
Emmon Cuy,,At Sunflower Hall,"In 299 AC, at near Storm's End",['Ser'],['Emmon the Yellow'],,,,['https://www.anapioficeandfire.com/api/houses/91'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/376
Emmon Frey,,In 237 AC or 238 AC,,['Lord of Riverrun'],['Emm'],,,https://www.anapioficeandfire.com/api/characters/415,"['https://www.anapioficeandfire.com/api/houses/142', 'https://www.anapioficeandfire.com/api/houses/229']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/377
Emphyria Vance,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/405'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/378
Endrew Tarth,,,"In 299 AC, at Bridge of Skulls",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/380'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/379
Eon Hunter,,In 220 AC or before (roughly),In +/- 300 AC,['Lord of Longbow Hall'],['Old Lord Hunter'],,,,['https://www.anapioficeandfire.com/api/houses/207'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/380
Erena Glover,Northmen,In 297 AC or 298 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/150'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/381
Ermesande Hayford,,In 298 AC,,['Lady of Hayford'],[''],,,https://www.anapioficeandfire.com/api/characters/1051,"['https://www.anapioficeandfire.com/api/houses/189', 'https://www.anapioficeandfire.com/api/houses/229']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/382
Erren Florent,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/133'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/383
Ethan Glover,Northmen,,"In 283 AC, at the Tower of Joy",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/150'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/384
Euron Greyjoy,Ironborn,or before 267 AC,,"['Iron King', 'King of the Isles and the North  King of Salt and Rock', 'Son of the Sea Wind', 'Lord Reaper of Pyke', 'Captain of the Silence']","[""Crow's Eye"", ""Euron Crow's Eye""]",https://www.anapioficeandfire.com/api/characters/836,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/385
Eustace,,,,['Septon'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/386
Eustace Hunter,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/207'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/387
Eustace Osgrey,,At Standfast,,"['Knight and Master of Standfast', 'Lord of Coldmoat']",['The Knight of Standfast'],,,https://www.anapioficeandfire.com/api/characters/1891,['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/388
Eyron Stark,Northmen,,,"['King in the North', 'Lord of Winterfell']",[''],,,,['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/2'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/389
Ezzelyno,Braavosi,,,['Red Priest'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/390
Falena Stokeworth,,In 125 AC,,['Lady of Harrenhal'],[''],,,https://www.anapioficeandfire.com/api/characters/656,"['https://www.anapioficeandfire.com/api/houses/246', 'https://www.anapioficeandfire.com/api/houses/364']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/391
Falyse Stokeworth,,In 265 AC or before,"In 300 AC, at the Black Cells, Red Keep, King's Landing",[''],[''],,,https://www.anapioficeandfire.com/api/characters/162,"['https://www.anapioficeandfire.com/api/houses/56', 'https://www.anapioficeandfire.com/api/houses/364']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/392
Flement Brax,,,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/765,['https://www.anapioficeandfire.com/api/houses/40'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/393
Forley Prester,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/306'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/394
Foss the Archer,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/139'],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/395
Frankyln Fowler,Dornish,,,"['Lord of Skyreach', ""Warden of the Prince's Pass""]",['The Old Hawk'],,,,['https://www.anapioficeandfire.com/api/houses/141'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/396
Galbart Glover,Northmen,At Deepwood Motte,,['Master of Deepwood Motte'],[''],,,,['https://www.anapioficeandfire.com/api/houses/150'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],['Season 1'],['Mark Coney'],https://www.anapioficeandfire.com/api/characters/397
Galladon Tarth,,"In either 275 AC, 276 AC or 277 AC",In either 284 AC or 285 AC,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/380'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/398
Galtry the Green,,,,['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/399
Gared,,In or between 231 AC and 246 AC,"In 297 AC, at Beyond the Wall",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",[],[''],['Dermot Keaney'],https://www.anapioficeandfire.com/api/characters/400
Garlan Tyrell,,"In 277 AC, at Highgarden",,"['Ser', 'Lord of Brightwater Keep']","['Garlan the Gallant', ""Renly's ghost""]",,,https://www.anapioficeandfire.com/api/characters/1618,['https://www.anapioficeandfire.com/api/houses/397'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/401
Garrett Paege,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/293'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/402
Garrison Prester,,,,['Lord of Feastfires'],[''],,,,['https://www.anapioficeandfire.com/api/houses/306'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/403
Garse Goodbrook,,,"In the Twins, at 299 AC",['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/609,['https://www.anapioficeandfire.com/api/houses/151'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/404
Garth Greenfield,Westerman,,,"['The Knight of Greenfield', 'Ser']",[''],,,,['https://www.anapioficeandfire.com/api/houses/163'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/405
Garth Greyfeather,,,"In 300 AC, at Beyond the Wall",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/406
Garth Hightower,,At Oldtown,,['Ser'],['Garth Greysteel'],,,,['https://www.anapioficeandfire.com/api/houses/195'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/407
Garth Tyrell,,,,['Lord Seneschal'],['Garth the Gross'],,,,['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/408
Garth XII Gardener,,,,['King of the Reach'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/409
Garth the Gardener,First Men,,,['King of the Reach'],[''],https://www.anapioficeandfire.com/api/characters/1411,,,[],['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/410
