Name,Region,Coat of Arms,Words,Titles,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members,URL
House Haigh,The Riverlands,"A black pitchfork on a gold bend sinister, on a russet field(Tenné, on a bend sinister or a pitchfork sable)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/143,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/87', 'https://www.anapioficeandfire.com/api/characters/320', 'https://www.anapioficeandfire.com/api/characters/486', 'https://www.anapioficeandfire.com/api/characters/629', 'https://www.anapioficeandfire.com/api/characters/819', 'https://www.anapioficeandfire.com/api/characters/1095']",https://www.anapioficeandfire.com/api/houses/172
House Hamell,The Westerlands,"An erminois maunch, on a pink field with an erminois border(Carnation, a maunch within a bordure erminois)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/173
House Harclay,The North,"Azure, on a bend argent a hurt between an increscent and decrescent of the first",,"['Lord Harclay', 'The Harclay']",[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/930'],https://www.anapioficeandfire.com/api/houses/174
House Hardy,The Crownlands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1642'],https://www.anapioficeandfire.com/api/houses/175
House Hardyng,The Vale,A field of red and white diamonds(Lozengy argent and gules),,[''],[''],,,https://www.anapioficeandfire.com/api/houses/417,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/295', 'https://www.anapioficeandfire.com/api/characters/477', 'https://www.anapioficeandfire.com/api/characters/514']",https://www.anapioficeandfire.com/api/houses/176
House Harlaw of Grey Garden,Iron Islands,"Quartered: a silver scythe on black, a peacock on cream",,"['Knight of Grey Garden', 'Lord of Greyshield']","['Grey Garden, Harlaw']",https://www.anapioficeandfire.com/api/characters/473,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/473'],https://www.anapioficeandfire.com/api/houses/177
House Harlaw of Harlaw,Iron Islands,"Sable, a scythe argent",,['Lord of Harlaw'],['Ten Towers'],https://www.anapioficeandfire.com/api/characters/914,https://www.anapioficeandfire.com/api/characters/473,https://www.anapioficeandfire.com/api/houses/169,,,,[''],"['https://www.anapioficeandfire.com/api/houses/177', 'https://www.anapioficeandfire.com/api/houses/179', 'https://www.anapioficeandfire.com/api/houses/180', 'https://www.anapioficeandfire.com/api/houses/181']","['https://www.anapioficeandfire.com/api/characters/66', 'https://www.anapioficeandfire.com/api/characters/335', 'https://www.anapioficeandfire.com/api/characters/423', 'https://www.anapioficeandfire.com/api/characters/451', 'https://www.anapioficeandfire.com/api/characters/914', 'https://www.anapioficeandfire.com/api/characters/1021', 'https://www.anapioficeandfire.com/api/characters/2004']",https://www.anapioficeandfire.com/api/houses/178
House Harlaw of Harlaw Hall,Iron Islands,"Per bend black and silver, two scythes counterchanged",,['Master of Harlaw Hall'],"['Harlaw Hall, Harlaw']",https://www.anapioficeandfire.com/api/characters/979,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/979'],https://www.anapioficeandfire.com/api/houses/179
House Harlaw of Harridan Hill,Iron Islands,the Harlaw scythe on a pale blue field,,['Master of Harridan Hill'],"['Harridan Hill, Harlaw']",https://www.anapioficeandfire.com/api/characters/201,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/201'],https://www.anapioficeandfire.com/api/houses/180
House Harlaw of the Tower of Glimmering,Iron Islands,The Harlaw scythe girdled within an embattled border.,,['Master of the Tower of Glimmering'],"['Tower of Glimmering, Harlaw']",https://www.anapioficeandfire.com/api/characters/505,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/505'],https://www.anapioficeandfire.com/api/houses/181
House Harlton,The Riverlands,A silver tree on green,,[''],['Castlewood'],,,https://www.anapioficeandfire.com/api/houses/395,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/182
House Harroway of Harrenhal,The Riverlands,"Per bend sinister orange and sable rayonné, a castle counterchanged(Per bend sinister rayonné tenné and sable, a castle counterchanged)",,['Lord of Harrenhal'],['Harrenhal'],,,https://www.anapioficeandfire.com/api/houses/395,,,44 AC,[''],[],[],https://www.anapioficeandfire.com/api/houses/183
House Harte,The Crownlands,Three red hart's heads caboshed on a white bend on vair,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/184
House Hastwyck,The Reach,Barry olive and ivory,None so Dutiful,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/759'],https://www.anapioficeandfire.com/api/houses/185
House Hasty,The Stormlands,"A white bend cotised, on a purple field(Purpure, a bend cotised argent)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/200'],https://www.anapioficeandfire.com/api/houses/186
House Hawick of Saltpans,The Riverlands,"White seabirds strewn across a blue field(Azure, semé of seabirds argent)",,[''],['Saltpans'],,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/173'],https://www.anapioficeandfire.com/api/houses/187
House Hawthorne,The Westerlands,"A ring of black thorns and a ring of pink flowers, interlocked, on a green field(Vert, two interlocking annulets, one composed of thorns sable, the other of flowers carnation)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/188
House Hayford of Hayford,The Crownlands,"Green fretty over gold, a green pale wavy",,['Lord of Hayford'],['Hayford'],https://www.anapioficeandfire.com/api/characters/382,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/382'],https://www.anapioficeandfire.com/api/houses/189
House Heddle,The Riverlands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/1554', 'https://www.anapioficeandfire.com/api/characters/2021']",https://www.anapioficeandfire.com/api/houses/190
House Herston,The Stormlands,"A yellow rooster's head with red comb, within a white escutcheon, on a red field(Gules, on an escutcheon argent, a cock's head or, combed and wattled of the field)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/191
House Hersy of Newkeep,The Vale,"A white winged chalice, on a pink field(Carnation, a winged cup displayed argent)",,[''],['Newkeep'],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/192
House Hetherspoon,The Westerlands,"An oak spoon within a white cartouche, on a field of orange and black diamonds(Lozengy tenné and sable, on a cartouche argent a spoon or)",,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/1047,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/739', 'https://www.anapioficeandfire.com/api/characters/1047']",https://www.anapioficeandfire.com/api/houses/193
House Hewett of Oakenshield,The Reach,an oaken escutcheon studded with iron on a field bendy of undulating blue and white,,['Lord of Oakenshield'],"[""Lord Hewett's castle on Oakenshield""]",https://www.anapioficeandfire.com/api/characters/515,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/515', 'https://www.anapioficeandfire.com/api/characters/1382', 'https://www.anapioficeandfire.com/api/characters/1428']",https://www.anapioficeandfire.com/api/houses/194
House Hightower of the Hightower,The Reach,"Cendrée, a tower argent with a beacon on fire gules",We Light the Way,"['Lord of the Hightower', 'Lord of the Port', 'Voice of Oldtown', 'Defender of the Citadel', 'Beacon of the South', 'King of the High Tower (formerly)']","['The Hightower, Oldtown']",https://www.anapioficeandfire.com/api/characters/635,https://www.anapioficeandfire.com/api/characters/159,https://www.anapioficeandfire.com/api/houses/398,Age of Dawn,https://www.anapioficeandfire.com/api/characters/2062,,['Vigilance'],[],"['https://www.anapioficeandfire.com/api/characters/29', 'https://www.anapioficeandfire.com/api/characters/69', 'https://www.anapioficeandfire.com/api/characters/76', 'https://www.anapioficeandfire.com/api/characters/102', 'https://www.anapioficeandfire.com/api/characters/159', 'https://www.anapioficeandfire.com/api/characters/239', 'https://www.anapioficeandfire.com/api/characters/305', 'https://www.anapioficeandfire.com/api/characters/407', 'https://www.anapioficeandfire.com/api/characters/421', 'https://www.anapioficeandfire.com/api/characters/444', 'https://www.anapioficeandfire.com/api/characters/449', 'https://www.anapioficeandfire.com/api/characters/634', 'https://www.anapioficeandfire.com/api/characters/635', 'https://www.anapioficeandfire.com/api/characters/678', 'https://www.anapioficeandfire.com/api/characters/808', 'https://www.anapioficeandfire.com/api/characters/840', 'https://www.anapioficeandfire.com/api/characters/871', 'https://www.anapioficeandfire.com/api/characters/877', 'https://www.anapioficeandfire.com/api/characters/940']",https://www.anapioficeandfire.com/api/houses/195
House Hoare of Orkmont,Iron Islands,"Per saltire, two heavy silver chains crossing between a gold longship on a black field, a dark green pine on a white field, a cluster of red grapes on a gold field, and a black raven flying in a blue sky.",,"['King of the Iron Islands', 'King of the Isles and the Rivers']","['Orkmont', 'Hoare Castle', 'Fairmarket', 'Harrenhal']",,,,,,2 BC,[''],[],['https://www.anapioficeandfire.com/api/characters/494'],https://www.anapioficeandfire.com/api/houses/196
House Hogg of Sow's Horn,The Crownlands,,,"[""the Knight of Sow's Horn""]","[""Sow's Horn""]",https://www.anapioficeandfire.com/api/characters/1887,,https://www.anapioficeandfire.com/api/houses/189,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1887'],https://www.anapioficeandfire.com/api/houses/197
House Hollard,The Crownlands,"Barry gules and carnation, a chief azure with three crowns Or",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/95,,,300 AC,[''],[],"['https://www.anapioficeandfire.com/api/characters/325', 'https://www.anapioficeandfire.com/api/characters/578', 'https://www.anapioficeandfire.com/api/characters/906', 'https://www.anapioficeandfire.com/api/characters/990', 'https://www.anapioficeandfire.com/api/characters/1001']",https://www.anapioficeandfire.com/api/houses/198
House Holt,Dorne,,,['High King of Dorne'],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/199
House Holt,The North,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/200
House Hook,The Riverlands,,,[''],['Extinct'],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/201
House Hornwood of Hornwood,The North,"Tenny, a bull moose trippant proper",Righteous in Wrath,['Lord of the Hornwood'],['Hornwood'],,,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/189', 'https://www.anapioficeandfire.com/api/characters/293', 'https://www.anapioficeandfire.com/api/characters/317', 'https://www.anapioficeandfire.com/api/characters/463', 'https://www.anapioficeandfire.com/api/characters/617']",https://www.anapioficeandfire.com/api/houses/202
House Horpe,The Stormlands,"Per chevron engrailed grey and bone, three death's head moths counterchanged(Per chevron reversed engrailed cendrée and argent, three death's head moths counterchanged)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/881'],https://www.anapioficeandfire.com/api/houses/203
House Hull,Dorne,,,['High King of Dorne'],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/204
House Humble,Iron Islands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/1841', 'https://www.anapioficeandfire.com/api/characters/2106']",https://www.anapioficeandfire.com/api/houses/205
House Hunt,The Reach,"Argent, a deer bound and slung on a pole fesswise tenny",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/379,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/88', 'https://www.anapioficeandfire.com/api/characters/518']",https://www.anapioficeandfire.com/api/houses/206
House Hunter of Longbow Hall,The Vale,"Five silver arrows, fanned, on a brown field(Tenné, a sheaf of five arrows, points to chief, argent)",,['Lord of Longbow Hall'],['Longbow Hall'],https://www.anapioficeandfire.com/api/characters/426,https://www.anapioficeandfire.com/api/characters/387,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/380', 'https://www.anapioficeandfire.com/api/characters/387', 'https://www.anapioficeandfire.com/api/characters/426', 'https://www.anapioficeandfire.com/api/characters/466', 'https://www.anapioficeandfire.com/api/characters/534']",https://www.anapioficeandfire.com/api/houses/207
House Hutcheson,The Reach,"Or, two bendlets between in base dexter a hand pointing to chief sinister, and in chief sinister a sun in splendour gules",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/208
