name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
Hodor,1,House Stark,0,0,0.244147157190635,0,8,The Iron Throne,Wylis/Hodor - 3 (Deceased),72
Harrion Karstark,1,House Stark,0,1,0.0969899665551839,1,0,,,0
Iggo,1,Dothraki,0,0,0.0167224080267558,0,4,Two Swords,"Rabbit - Shot in the eye by Ygritte with an arrow off-screen, mentioned.",31
Hother Umber,1,House Stark,0,1,0.1438127090301,1,0,,,0
Jalabhar Xho,1,Foreign Noble,0,1,0.0735785953177257,1,0,,,0
Janos Slynt,1,Night's Watch,0,1,0.561872909698996,0,8,The Long Night,Ser Jorah Mormont - Died of his injuries after being stabbed by wight.,69
Jared Frey,1,House Frey,1,1,0.147157190635451,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
Jasper Wylde,1,House Baratheon,0,1,0.250836120401337,0,1,The Wolf and the Lion,Wyl - Impaled through the chest by an unknown Lannister soldier with a thrown spear on the orders of Ser Jaime Lannister.,5
Jhaqo,0,Dothraki,0,1,0.0668896321070234,1,0,,,0
Jeyne Lothston,0,Noble,0,0,0.0234113712374581,0,8,The Long Night,Lady Lyanna Mormont - Died of her injuries after being crushed by a giant wight. Reanimated as a wight.,69
Jhiqui,0,House Targaryen,0,0,0.1438127090301,1,0,,,0
Jon Bulwer,1,House Tyrell,1,1,0.137123745819397,1,0,,,0
Jory Cassel,1,House Stark,0,1,0.170568561872909,0,8,The Iron Throne,Jory Cassel - 2 (Deceased),72
Jorah Mormont,1,House Stark,1,1,0.722408026755852,0,8,The Iron Throne,Ser Jorah Mormont - 47 (Deceased),72
Karyl Vance,1,House Tully,0,1,0.11705685618729,1,0,,,0
Khrazz,1,Foreign Peasant,0,0,0.0769230769230769,0,3,And Now His Watch Is Ended,Kraznys mo Nakloz - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,24
Kurleket,1,House Tully,0,0,0.0100334448160535,0,1,The Wolf and the Lion,Kurleket - Killed by an unknown Hill Tribesman.,5
Lann the Clever,1,House Lannister,0,0,0.060200668896321,1,0,,,0
Kyle Condon,1,House Arryn,0,1,0.040133779264214,1,0,,,0
Lancel Lannister,1,House Lannister,1,1,0.478260869565217,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
Likely Luke,0,Outlaw,0,0,0.0133779264214046,1,0,,,0
Lucas Inchfield,1,Noble,0,1,0.0535117056856187,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
Lollys Stokeworth,0,House Lannister,1,1,0.127090301003344,1,0,,,0
Lyanna Stark,1,House Stark,0,0,0.354515050167224,0,8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.,69
Lyle Crakehall,1,House Lannister,0,1,0.107023411371237,1,0,,,0
Lucas Blackwood,1,House Tully,0,0,0.0735785953177257,0,2,Blackwater,Matthos Seaworth - Blown up by Bronn when he blew up his ship by igniting wildfire with a flaming arrow using a bow.,19
Lyn Corbray,1,House Baratheon,0,1,0.0903010033444816,1,0,,,0
Lynesse Hightower,1,House Tyrell,1,0,0.11705685618729,1,0,,,0
Mace Tyrell,1,House Tyrell,1,1,0.856187290969899,0,6,The Winds of Winter,Lord Mace Tyrell - Blown up by Cersei Lannister with wildfire when she caused the destruction of the Great Sept of Baelor.,60
Mag Mar Tun Doh Weg,1,Dothraki,0,0,0.040133779264214,0,8,The Iron Throne,Mag Mar Tun Doh Weg - 6 (Deceased),72
Mandon Moore,1,House Arryn,0,1,0.120401337792642,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
Mago,0,Dothraki,0,0,0.0334448160535117,0,3,Mhysa,"Dagmer - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Maron Botley,1,House Greyjoy,0,0,0.020066889632107,1,0,,,0
Marillion,1,House Bolton,0,0,0.1438127090301,0,8,The Iron Throne,Mag Mar Tun Doh Weg - 6 (Deceased),72
Marya Seaworth,0,House Baratheon,1,1,0.0635451505016722,1,0,,,0
Marwyn,1,Wildling,0,1,0.160535117056856,1,0,,,0
Masha Heddle,0,Wildling,0,0,0.040133779264214,0,3,Mhysa,"Dagmer - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Matthos Seaworth,1,House Baratheon,0,0,0.0769230769230769,0,2,Blackwater,Matthos Seaworth - Blown up by Bronn when he blew up his ship by igniting wildfire with a flaming arrow using a bow.,19
Meera Reed,0,House Stark,0,0,0.270903010033444,1,0,,,0
Melara Hetherspoon,0,Noble,0,0,0.0468227424749163,0,5,High Sparrow,"Medger Cerwyn's Wife - Flayed alive by Lord Ramsay Snow off-screen, body shown.",43
Melissa Blackwood,0,House Tully,0,0,0.0501672240802675,0,8,The Iron Throne,Melisandre/The Red Woman - 43 (Deceased),72
Melisandre,0,Foreign Noble,0,0,0.745819397993311,1,0,,,0
Merrit,0,Outlaw,0,0,0.0100334448160535,1,0,,,0
Meryn Trant,1,House Baratheon,0,1,0.220735785953177,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Merrett Frey,1,House Frey,1,0,0.434782608695652,0,3,Mhysa,Unnamed Frey Soldier - Repeatedly stabbed in the neck by Arya Stark with a knife.,30
Mohor,1,House Tully,0,0,0.0100334448160535,0,3,Mhysa,"Unnamed Prince - Killed and cooked by Rat Cook off-screen, mentioned.",30
Missandei,0,House Targaryen,0,0,0.17391304347826,0,3,Walk of Punishment,"Both of Missandei's Parents - Died in an unspecified manner off-screen, mentioned.",23
Moon Boy,1,House Baratheon,0,0,0.0769230769230769,1,0,,,0
Monster,0,Wildling,0,0,0.0769230769230769,1,0,,,0
Mord,1,House Arryn,0,0,0.0468227424749163,1,0,,,0
Minisa Whent,0,House Tully,1,1,0.0434782608695652,1,0,,,0
Mordane,0,House Stark,0,0,0.103678929765886,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Murenmure,1,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
Myles,1,House Martell,0,1,0.0234113712374581,1,0,,,0
Mors Martell,0,House Martell,1,1,0.0535117056856187,1,0,,,0
Mya Stone,0,House Arryn,0,0,0.120401337792642,1,0,,,0
Myrcella Baratheon,0,House Baratheon,0,1,0.561872909698996,1,0,,,0
Nestor Royce,1,House Arryn,0,1,0.0869565217391304,1,0,,,0
Nute,1,House Greyjoy,0,1,0.0501672240802675,1,0,,,0
Nymeria Sand,0,House Martell,0,0,0.377926421404682,0,8,The Iron Throne,Nymeria Sand - 1 (Deceased),72
Nymeria,0,House Martell,1,1,0.197324414715719,1,0,,,0
Oberyn Martell,1,House Martell,0,1,0.77257525083612,0,2,The Ghost of Harrenhal,King Renly Baratheon - Stabbed in the back by a shadow while under the control of Melisandre.,15
Obella Sand,0,House Martell,0,0,0.103678929765886,1,0,,,0
Olenna Redwyne,0,House Tyrell,1,1,0.2876254180602,1,0,,,0
Mychel Redfort,1,House Arryn,1,1,0.0702341137123745,1,0,,,0
Orwyle,1,Peasant,0,1,0.254180602006688,1,0,,,0
Osha,1,Wildling,0,0,0.250836120401337,0,8,The Iron Throne,Osha (Free Folk) - 3 (Deceased),72
Osfryd Kettleblack,1,Outlaw,0,1,0.0869565217391304,1,0,,,0
Osney Kettleblack,1,Outlaw,0,1,0.123745819397993,1,0,,,0
Orys Baratheon,1,House Baratheon,1,1,0.48829431438127,0,4,Breaker of Chains,"King Orys I - Killed by his unknown brother off-screen, mentioned.",33
Osmund Kettleblack,1,Outlaw,0,1,0.170568561872909,1,0,,,0
Othell Yarwyck,1,Noble,0,1,0.0635451505016722,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Oswell Whent,1,House Tully,0,1,0.0802675585284281,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Otto Hightower,1,House Tyrell,0,1,0.371237458193979,0,6,Oathbreaker,"Ser Gerold Hightower - Stabbed in the neck by Lord Eddard Stark with Dawn, shown in a flashback.",53
Patchface,1,House Baratheon,0,0,0.107023411371237,1,0,,,0
Paxter Redwyne,1,House Tyrell,1,1,0.511705685618729,1,0,,,0
Pearse Caron,1,House Baratheon,0,1,0.0133779264214046,1,0,,,0
Petyr Frey,1,House Frey,1,0,0.177257525083612,0,6,The Winds of Winter,"Lothar Frey - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Pia,0,House Tully,0,0,0.0468227424749163,1,0,,,0
Podrick Payne,1,House Lannister,0,0,0.290969899665551,1,0,,,0
Preston Greenfield,1,House Lannister,0,1,0.0936454849498327,0,7,Stormborn,"Archmaester Pylos - Died after being infected with greyscale off-screen, mentioned.",62
Polliver,1,House Lannister,0,1,0.0769230769230769,0,8,The Iron Throne,Polliver (House Lannister) - 1 (Deceased),72
Pyat Pree,0,Foreign Noble,0,1,0.0969899665551839,0,3,Mhysa,"Wex Pyke - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Pylos,1,Dothraki,0,1,0.0568561872909698,1,0,,,0
Pycelle,1,House Lannister,0,1,0.638795986622073,0,6,The Winds of Winter,Grand Maester Pycelle - Stabbed to death by unknown children with knives on the orders of Qyburn.,60
Qhorin Halfhand,1,Night's Watch,0,0,0.210702341137123,0,2,Valar Morghulis,Qhorin Halfhand - Stabbed through the stomach by Jon Snow using Longclaw.,20
Qotho,1,Dothraki,0,0,0.0635451505016722,0,1,Baelor,Qotho - Slashed across the face by Ser Jorah Mormont with a sword.,9
Quentyn Martell,1,House Martell,0,1,0.551839464882943,0,8,The Long Night,Qhono (Wight) - Died when Arya Stark killed the Night King.,69
Ralf Stonehouse,1,House Greyjoy,0,1,0.0334448160535117,1,0,,,0
Ramsay Snow,1,House Stark,1,1,0.461538461538461,1,0,,,0
Randyll Tarly,1,House Tyrell,1,1,0.618729096989966,0,8,The Iron Throne,Dickon Tarly - 2 (Deceased),72
Raymun Fossoway,1,House Tyrell,0,1,0.040133779264214,1,0,,,0
Raymun Darry,1,House Frey,0,1,0.0769230769230769,0,3,The Rains of Castamere,"Pig - Killed by an unknown man off-screen, body shown.",29
Ravella Swann,0,House Baratheon,1,1,0.060200668896321,1,0,,,0
Small Paul,1,Night's Watch,0,0,0.0267558528428093,0,8,The Iron Throne,Lord Smalljon Umber - 2 (Deceased),72
Tristifer Botley,1,House Greyjoy,0,1,0.120401337792642,1,0,,,0
Styr,1,Wildling,0,1,0.140468227424749,0,8,The Iron Throne,Styr (Wildling) - 6 (Deceased),72
Rat Cook,1,Night's Watch,0,0,0.0568561872909698,1,0,,,0
Prendahl na Ghezn,1,Outlaw,0,0,0.040133779264214,0,3,Second Sons,"Prendahl na Ghezn - Decapitated by Daario Naharis off-screen, head shown.",28
Ulmer,1,Outlaw,0,0,0.0535117056856187,1,0,,,0
Oznak zo Pahl,1,Foreign Peasant,0,0,0.0568561872909698,0,2,What Is Dead May Never Die,"Willem - Hit in the head by Yoren with an axe off-screen, mentioned.",13
Aegon Blackfyre,1,House Targaryen,0,0,0.0836120401337792,0,1,Baelor,"Prince Aegon Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
Addam Velaryon,1,Foreign Noble,0,1,0.107023411371237,0,4,Two Swords,"Prince Aemon Targaryen - Killed by unknown members of House Toyne off-screen, mentioned.",31
Aegon V Targaryen,1,House Targaryen,0,0,0.695652173913043,0,8,The Iron Throne,King Aegon II Targaryen - 1 (Deceased),72
Aemon Blackfyre,1,House Targaryen,0,0,0.0869565217391304,0,1,Fire and Blood,"Rhaego - Stillborn after being cursed by Mirri Maz Duur using blood magic off-screen, mentioned.",10
Aeron Greyjoy,1,House Greyjoy,0,1,0.45819397993311,1,0,,,0
Alfyn,1,Wildling,0,0,0.0,0,8,The Long Night,Lady Alys Karstark - Killed by wight off-screen. Reanimated as a wight.,69
Alannys Harlaw,0,House Greyjoy,1,1,0.237458193979933,1,0,,,0
Alayaya,0,Peasant,0,0,0.0769230769230769,1,0,,,0
Alyn,1,House Stark,0,0,0.0735785953177257,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
Alliser Thorne,1,House Baratheon,0,1,0.23076923076923,0,8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased),72
Alester Florent,1,House Tyrell,1,1,0.327759197324414,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
Alysane Mormont,0,House Stark,0,0,0.0702341137123745,1,0,,,0
Alerie Hightower,0,House Tyrell,1,1,0.227424749163879,1,0,,,0
Anguy,1,Outlaw,0,0,0.130434782608695,1,0,,,0
Andrik,1,House Greyjoy,0,1,0.0434782608695652,1,0,,,0
Amory Lorch,1,House Lannister,0,1,0.277591973244147,0,8,The Iron Throne,Ser Amory Lorch - 1 (Deceased),72
Archibald Yronwood,1,House Martell,0,1,0.140468227424749,1,0,,,0
Arlan of Pennytree,1,Foreign Noble,0,1,0.103678929765886,0,8,The Bells,Ser Arys Oakheart - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
Areo Hotah,1,House Martell,0,1,0.25752508361204,0,8,The Iron Throne,"""Hot Pie"" - 1 (Alive)",72
Arwyn Oakheart,1,House Tyrell,0,1,0.0367892976588628,1,0,,,0
Arthur Dayne,1,House Martell,0,1,0.153846153846153,0,8,The Long Night,Lord Beric Dondarrion (Wight) - Died when Arya Stark killed the Night King.,69
Arys Oakheart,1,House Tyrell,0,1,0.34448160535117,0,8,The Bells,Ser Arys Oakheart - Either crushed by rubble caused by Drogon on the orders of Queen Daenerys I Targaryen or slashed by Sandor Clegane/The Hound with a sword.,71
Ashara Dayne,0,House Martell,0,0,0.0936454849498327,0,8,The Long Night,Lady Alys Karstark (Wight) - Died when Arya Stark killed the Night King.,69
Aron Santagar,1,House Martell,0,1,0.0668896321070234,0,6,Battle of the Bastards,Rickon Stark - Shot in the back by Lord Ramsay Bolton with an arrow using a bow.,59
Asha Greyjoy,0,House Greyjoy,1,1,0.709030100334448,1,0,,,0
Azor Ahai,0,Foreign Peasant,1,0,0.11705685618729,1,0,,,0
Bael the Bard,1,Wildling,0,1,0.0,1,0,,,0
Baelor Blacktyde,1,House Greyjoy,0,1,0.060200668896321,0,1,Baelor,The Red (Horse) - Throat slit by Mirri Maz Duur with a knife.,9
Balon Greyjoy,1,House Greyjoy,0,0,0.739130434782608,0,8,The Bells,King Euron Greyjoy - Died of his injuries after being stabbed in the stomach by Ser Jaime Lannister.,71
Ballabar,1,House Tyrell,0,1,0.0301003344481605,1,0,,,0
Baelor I Targaryen,1,House Targaryen,0,0,0.501672240802675,0,1,Baelor,"Princess Rhaenys Targaryen - Killed by Ser Gregor Clegane/The Mountain on the orders of Lord Tywin Lannister off-screen, mentioned.",9
Balon Swann,1,House Baratheon,0,1,0.311036789297658,1,0,,,0
Barba Bracken,0,House Tully,0,0,0.0501672240802675,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
Barristan Selmy,1,House Baratheon,0,1,1.0,0,8,The Iron Throne,Ser Barristan Selmy/Barristan the Bold - 11 (Deceased),72
Barbrey Dustin,0,House Stark,1,1,0.163879598662207,1,0,,,0
Bellegere Otherys,0,Foreign Peasant,0,0,0.040133779264214,1,0,,,0
Beardless Dick,0,Outlaw,0,0,0.020066889632107,1,0,,,0
Belwas,1,House Targaryen,0,0,0.1438127090301,1,0,,,0
Benjen Stark,1,House Stark,0,1,0.40133779264214,0,6,Blood of My Blood,Two Wight - Hit in the chest by Benjen Stark with a burning flail.,56
Bethany Bracken,0,House Tully,0,0,0.0301003344481605,0,6,The Red Woman,Unnamed Bolton Soldier - Slashed by Lady Brienne of Tarth with Oathkeeper.,51
Beric Dondarrion,1,House Tully,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
Beric Dondarrion,1,Peasant,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
Beric Dondarrion,1,Night's Watch,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
Beric Dondarrion,1,Dothraki,0,1,0.434782608695652,0,8,The Iron Throne,Lord Beric Dondarrion - 22 (Deceased),72
Biter,1,Outlaw,0,0,0.127090301003344,0,4,Mockingbird,Biter - Neck broken by Sandor Clegane/The Hound.,37
Bluetooth,1,House Greyjoy,0,0,0.0133779264214046,1,0,,,0
Brandon Norrey,1,Outlaw,0,1,0.0301003344481605,1,0,,,0
Bowen Marsh,1,Night's Watch,0,1,0.254180602006688,0,6,Oathbreaker,Bowen Marsh - Hung by Lord Commander Jon Snow.,53
Bonifer Hasty,1,Noble,0,1,0.0535117056856187,1,0,,,0
Bran the Builder,0,House Stark,0,1,0.0903010033444816,1,0,,,0
Brynden Rivers,1,House Targaryen,0,1,0.605351170568561,0,7,Dragonstone,Ryger Rivers - Poisoned by Arya Stark.,61
Brynden Tully,1,House Tully,0,1,0.341137123745819,1,0,,,0
Caleotte,1,House Martell,0,1,0.040133779264214,1,0,,,0
Cassella Vaith,0,House Martell,0,1,0.0100334448160535,1,0,,,0
Cellador,1,Night's Watch,0,0,0.0334448160535117,1,0,,,0
Chella,0,Outlaw,0,0,0.0367892976588628,1,0,,,0
Cletus Yronwood,1,House Martell,0,1,0.0702341137123745,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Colemon,1,House Arryn,0,1,0.0668896321070234,1,0,,,0
Corlys Velaryon,1,Foreign Noble,1,1,0.525083612040133,0,8,The Bells,Lord Varys - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,71
Criston Cole,1,House Baratheon,0,1,0.505016722408026,0,4,Breaker of Chains,"King Orys I - Killed by his unknown brother off-screen, mentioned.",33
Daemon I Blackfyre,1,House Targaryen,1,1,0.0,0,1,Fire and Blood,"Rhaego - Stillborn after being cursed by Mirri Maz Duur using blood magic off-screen, mentioned.",10
Daemon Targaryen,1,House Targaryen,1,1,0.668896321070234,0,7,The Spoils of War,William - Burned alive by Drogon with his fire breath on the orders of Queen Daenerys I Targaryen.,64
Daenerys Targaryen,0,House Targaryen,1,1,1.0,0,8,The Iron Throne,"Queen Daenerys I ""Dany"" Targaryen - 753,045 (Deceased)",72
Danny Flint,0,House Stark,0,0,0.0234113712374581,1,0,,,0
Daven Lannister,1,House Lannister,0,1,0.207357859531772,1,0,,,0
Dick Crabb,1,Noble,0,0,0.0702341137123745,0,1,"Cripples, Bastards, and Broken Things","Ghiscar (Dragon) - Died in an unspecified manner off-screen, mentioned.",4
Donal Noye,1,House Baratheon,0,0,0.140468227424749,0,3,Valar Dohaeris,"199 Unnamed Northmen - Killed by unknown Lannister soldiers off-screen, bodies shown.",21
Domeric Bolton,1,House Stark,0,0,0.0903010033444816,0,6,Battle of the Bastards,Unnamed Bolton Soldier - Stabbed in the head by an unknown Northern soldier.,59
Davos Seaworth,1,House Lannister,1,1,0.969899665551839,1,0,,,0
Doreah,0,House Targaryen,0,0,0.110367892976588,0,8,The Iron Throne,Doreah (Handmaider) - 1 (Deceased),72
Dorea Sand,0,House Martell,0,0,0.103678929765886,1,0,,,0
Dywen,1,Night's Watch,0,0,0.0936454849498327,1,0,,,0
Eddard Karstark,1,House Stark,0,0,0.0735785953177257,0,6,Battle of the Bastards,Lord Harald Karstark - Killed by an unknown Bolton soldier.,59
Eddard Stark,1,House Stark,1,1,1.0,0,8,The Iron Throne,"Lord Eddard ""Ned"" Stark - 8 (Deceased)",72
Elia Sand,0,House Martell,0,0,0.11705685618729,1,0,,,0
Edmure Tully,1,House Tully,1,1,0.655518394648829,1,0,,,0
Elia Martell,0,House Martell,1,1,0.441471571906354,0,4,Two Swords,"Princess Elia Martell - Cut in half by Ser Gregor Clegane/The Mountain with a sword on the orders of Lord Tywin Lannister off-screen, mentioned.",31
Emmon Cuy,1,House Tyrell,0,1,0.0367892976588628,0,4,First of His Name,Unnamed Mutineer - Stabbed in the stomach by Eddison Tollett with a sword.,35
Eleyna Westerling,0,House Lannister,0,0,0.0468227424749163,1,0,,,0
Falena Stokeworth,1,House Lannister,1,1,0.0234113712374581,0,1,A Golden Crown,Stiv - Shot in the back by Theon Greyjoy with an arrow using a bow.,6
Falia Flowers,0,House Tyrell,0,0,0.0267558528428093,1,0,,,0
Eustace Osgrey,1,House Tyrell,1,1,0.147157190635451,1,0,,,0
Farlen,1,House Stark,0,0,0.0568561872909698,0,2,Valar Morghulis,"Farlen - Killed by unknown Bolton soldiers off-screen, body shown.",20
Falyse Stokeworth,0,House Lannister,1,0,0.100334448160535,0,4,The Watchers on the Wall,Styr - Hit in the head by Jon Snow with a hammer.,39
Galazza Galare,0,Foreign Peasant,0,1,0.0903010033444816,1,0,,,0
Emmond,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Garth Hightower,0,House Tyrell,0,1,0.0501672240802675,1,0,,,0
Gared,1,Night's Watch,0,0,0.0936454849498327,0,5,Mother's Mercy,Gordy - Stabbed in the throat by King Stannis Baratheon with a knife.,50
Genna Lannister,0,House Lannister,1,1,0.217391304347826,1,0,,,0
Garlan Tyrell,1,House Tyrell,1,1,0.327759197324414,1,0,,,0
Gerion Lannister,1,House Lannister,0,0,0.140468227424749,0,2,The Prince of Winterfell,"Harrion Karstark - Killed by an unknown Lannister soldier off-screen, mentioned.",18
Gevin Harlaw,0,House Greyjoy,0,0,0.0167224080267558,0,2,The Ghost of Harrenhal,"Xaro Xhoan Daxos' Wife - Died in an unspecified manner off-screen, mentioned.",15
Gerold Dayne,1,House Martell,0,1,0.107023411371237,1,0,,,0
Godry Farring,1,House Lannister,0,1,0.0635451505016722,1,0,,,0
Gorold Goodbrother,1,House Greyjoy,0,1,0.0802675585284281,1,0,,,0
Grenn,1,Night's Watch,0,0,0.204013377926421,0,8,The Iron Throne,Grenn (Night's Watch) - 2 (Deceased),72
Grey Worm,1,Soldier,0,0,0.140468227424749,1,0,,,0
Greenbeard,1,Outlaw,0,0,0.0367892976588628,1,0,,,0
Groleo,0,House Targaryen,0,1,0.110367892976588,0,3,And Now His Watch Is Ended,Greizhen mo Ullhor - Killed by unknown Unsullied on the orders of Queen Daenerys I Targaryen.,24
Grunt,1,House Stark,0,0,0.0267558528428093,1,0,,,0
Gregor Clegane,1,House Lannister,0,1,0.836120401337792,0,8,The Iron Throne,Ser Gregor Clegane/The Mountain - 17 (Deceased),72
Gylbert Farwynd,1,House Greyjoy,0,1,0.040133779264214,1,0,,,0
Guyard Morrigen,1,House Baratheon,0,1,0.0635451505016722,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
Hallyne,1,Noble,0,1,0.0869565217391304,1,0,,,0
Haggo,1,Dothraki,0,0,0.0334448160535117,0,3,Mhysa,"Aggar - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Hazzea,0,Foreign Peasant,0,0,0.0434782608695652,0,3,Mhysa,"Urzen - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Hizdahr zo Loraq,1,Foreign Peasant,0,0,0.444816053511705,0,5,The Dance of Dragons,Hizdahr zo Loraq - Stabbed to death by unknown members of the Sons of the Harpy with knifes.,49
Harma,0,Wildling,0,0,0.0535117056856187,0,3,Mhysa,"Gelmarr - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Harry Strickland,1,Outlaw,0,1,0.0769230769230769,0,8,The Bells,Captain Harry Strickland - Stabbed in the back by Grey Worm with a thrown spear.,71
Harys Swyft,1,House Lannister,0,1,0.451505016722408,1,0,,,0
Harwin,0,House Stark,0,0,0.130434782608695,1,0,,,0
Hobb,1,Night's Watch,0,0,0.0434782608695652,1,0,,,0
High Sparrow,1,Soldier,0,1,0.167224080267558,0,5,High Sparrow,Lord Janos Slynt - Decapitated by Lord Commander Jon Snow using Longclaw.,43
Hot Pie,0,House Bolton,0,0,0.183946488294314,1,0,,,0
Howland Reed,1,House Stark,1,1,0.177257525083612,1,0,,,0
Holly,1,Wildling,0,0,0.0568561872909698,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Hugh,1,House Arryn,0,1,0.0635451505016722,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Hyle Hunt,0,Noble,0,1,0.103678929765886,1,0,,,0
Hoster Tully,1,House Tully,1,1,0.331103678929765,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Humfrey Hewett,1,House Tyrell,0,1,0.0301003344481605,1,0,,,0
Ilyn Payne,1,House Lannister,0,1,0.224080267558528,1,0,,,0
Illyrio Mopatis,1,House Targaryen,1,1,0.394648829431438,1,0,,,0
Irri,0,House Targaryen,0,0,0.193979933110367,0,8,The Iron Throne,Mirri Maz Duur - 2 (Deceased),72
Imry Florent,1,House Tyrell,0,1,0.183946488294314,0,3,Mhysa,"Urzen - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Jack-Be-Lucky,1,Outlaw,0,0,0.0267558528428093,1,0,,,0
Jacelyn Bywater,1,House Baratheon,0,1,0.130434782608695,0,2,Blackwater,Unnamed City Watch Soldier - Stabbed in the back by an unknown Baratheon soldier with an axe.,19
Jaime Lannister,1,House Lannister,0,1,1.0,0,8,The Iron Throne,Ser Jaime Lannister/Kingslayer - 36 (Deceased),72
Jason Mallister,1,House Tully,0,1,0.127090301003344,1,0,,,0
Jeyne Poole,0,House Stark,1,0,0.384615384615384,1,0,,,0
Jon Arryn,1,House Arryn,1,1,0.836120401337792,0,1,Winter Is Coming,"Lord Jon Arryn - Poisoned by Lady Lysa Arryn with tears of Lys on the orders of Lord Petyr Baelish off-screen, body shown.",1
Jon Fossoway,1,House Tyrell,1,1,0.187290969899665,1,0,,,0
Jonos Bracken,1,House Tully,0,1,0.190635451505016,1,0,,,0
Justin Massey,1,House Baratheon,0,1,0.0802675585284281,1,0,,,0
Kedry,1,Outlaw,0,1,0.0301003344481605,0,3,Kissed by Fire,"Edric Baratheon - Died during childbirth off-screen, body shown.",25
Jon Snow,1,House Stark,0,1,1.0,0,8,The Long Night,At Least 114 Wight - Burned alive by Rhaegal with his fire breath on the orders of Jon Snow.,69
Joss Stilwood,1,House Lannister,0,0,0.0167224080267558,1,0,,,0
Kevan Lannister,1,House Lannister,1,1,0.869565217391304,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
Lady of the Leaves,0,Noble,0,1,0.020066889632107,1,0,,,0
Lharys,1,House Tully,0,0,0.0167224080267558,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
Leyton Hightower,1,House Tyrell,1,1,0.150501672240802,1,0,,,0
Larys Strong,1,Noble,0,1,0.297658862876254,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
Lomys,1,Foreign Peasant,0,1,0.0234113712374581,1,0,,,0
Lewyn Martell,1,House Martell,0,1,0.147157190635451,0,8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.,69
Lothar Frey,1,House Frey,1,1,0.17391304347826,0,8,The Iron Throne,Lothar Frey - 2 (Deceased),72
Lothor Brune,1,House Arryn,0,1,0.137123745819397,1,0,,,0
Lysa Arryn,0,House Tully,1,1,0.0,0,8,The Iron Throne,Lady Lysa Arryn - 1 (Deceased),72
